Artist Display Name,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender
Jan Cornelisz Vermeyen,Netherlandish,1504,1559,
Lambert Suavius,Netherlandish,1510,1576,
Hans Lützelburger,German,1512,1526,
Mayken Verhulst,Netherlandish,1518,1596,
John Speed,British,1552,1629,
John Dawson,British,1600,1700,
George Humble,British,1600,1700,
Cornelis Danckertsz. I,Dutch,1603,1656,
Abraham Goos,Dutch,1600,1643,
Evert Symonsz. Hamersveldt,Netherlandish,1519,1648,
Jacques Bellange,French,1575,1616,
Jean-Baptiste Bénard,French,1700,1765,
Joseph Jean Bernard,French,1740,1809,
Jean Simon Berthélemy,French,1742,1811,
Thomas Blanchet,French,1614,1689,
Merry Joseph Blondel,French,1781,1853,
Jean Jacques de Boissieu,French,1736,1810,
Tériade,French,,,
Louis Marin Bonnet,French,1736,1793,
Léon Bonvin,French,1834,1866,
Louis René Boquet,French,1717,1814,
Gaetano Gandolfi,Italian,1734,1802,
Domenico Maria Canuti,Italian,1625,1684,
Jean Michel Papillon,French,1698,1776,
Pierre Guillaume Simon,French,1700,1800,
Francisco Rizi,Spanish,1614,1685,
"Anonymous, Italian, Venetian, 16th century",Italian,1500,1600,
Berthe Morisot,French,1841,1895,Female
Julie Manet,French,1878,1966,
Théodore de Banville,French,,,
Patrice de MacMahon,French,1808,1893,
"Editions de la Sirene, Collection des Tractes",French,1900,1950,
La Librairie de la Revue Indépendante,French,,,
Harper & Brothers,American,1833,1962,
Edmund Clarence Stedman,American,1833,1908,
Jean Boucher,French,1568,1633,
Louis de Boullogne the Elder,French,1609,1674,
Louis de Boullogne the Younger,French,1654,1733,
Sébastien Bourdon,French,1616,1671,
Master of 1477,German,,,
"Anonymous, German, Augsburg, 15th century",German,1400,1500,
Andries Stock,Netherlandish,1572,1648,
Nicolaes de Clerck,Dutch,1526,1626,
Félicien Rops,Belgian,1833,1898,
Vicente Salvador Gómez,Spanish,1637,1700,
Domingos António de Sequeira,Portuguese,1768,1836,
Pierre Jacques Cazes,French,1676,1754,
Francesco Stringa,Italian,1635,1709,
Jacopo Zucchi,Italian,1540,1596,
Nosadella (Giovanni Francesco Bezzi),Italian,1500,1571,
Pedro  Duque Cornejo,Spanish,1677,1757,
"Anonymous, Spanish, School of Seville, 17th century",Spanish,1600,1700,
Steve Wheeler,"American, born Slovakia",1912,1992,
Hamilton Press,American,1950,2050,
Patrick Painter Editions,,1950,,
Roy Lichtenstein,American,1923,1997,
Nicolas Bertin,French,1668,1736,
Georg Moritz Ebers,German,1837,1898,
Clara Bell,British,1834,1927,
Samuel Birch,British,1813,1885,
(Gustav) Adolf Gnauth,German,1840,1884,
Sir Edward John Poynter,"British, born France",1836,1919,
Ludwig Burger,Polish,1825,1884,
Leopold Carl Müller,Austrian,1834,1892,
Wilhelm Gentz,German,1822,1890,
Bernhard Fiedler,Austrian,1816,1904,
Ferdinand Keller,German,1842,1922,
August Ramsthal,German?,1850,1899,
Gustav Theuerkauf,German?,1850,1899,
Gustav Karl Ludwig Richter,German,1823,1884,
F. C. Welsch,German?,1850,1899,
František Schmoranz,Bohemian,1814,1902,
B. Strassberger,German?,1850,1899,
E. Weidenbach,German?,1850,1899,
Alois Schönn,German,1826,1897,
C. Rudolf Huber,German?,1850,1899,
Ernst Heyn,German,1841,1894,
Ernest Carl Eugen Koerner,German,1846,1927,
August Löffler,German,1822,1866,
Jean-François Portaels,Belgian,1818,1895,
Adolf Seel,German?,1850,1899,
Francis [Frank] Dillon,British,1823,1909,
Hermann Kretzschmer,German,1811,1890,
Johann Machytka,,1850,1899,
Edouard de Bièfve,Belgian,1808,1882,
Edmund Berninger,German,1843,1943,
Wilhelm Hecht,Austrian,1843,1920,
Elisabeth Baumann,"Danish, born Poland",1819,1881,
Gustav Kuhn,German,1772,1972,
R. Huthsteimer,British,1850,1899,
Alexandre de Bar,French,1821,1901,
H. F. Baldinger,Austrian?,1850,1899,
F. Reiss,German?,1850,1899,
Ismael Gentz,German,1862,1914,
Victor de Gironde,French,1788,1866,
Charles-Théodore Frère,French,1814,1888,
Emmanuel Brune,French,1836,1886,
Louis Neubert,German,1846,1892,
Ludwig Friedrich Hofelich,German,1842,1903,
Victor Salomon Libertus Lorie,German,1835,1913,
Rudolph Swoboda I,German,1819,1859,
"Cassell, Petter and Galpin",,1840,1900,
Ripley Hitchcock,American,1857,1918,
Louis Chaix,French,1740,1811,
Charles Michel Ange Challe,French,1718,1778,
Philippe de Champaigne,French,1602,1674,
Claude Louis Châtelet,French,1753,1794,
François Chauveau,French,1613,1676,
Pierre Philippe Choffard,French,1730,1809,
William Henry Simmons,British,1811,1882,
Frederick Bacon,British,1803,1887,
Charles Louis Clérisseau,French,1721,1820,
Michel Corneille the Younger,French,1642,1708,
"John Ferneley, Snr.",British,1782,1860,
Edward Duncan,British,1803,1882,
Max Beckmann,German,1884,1950,
"Staatliches Bauhaus, Weimar",German,1919,1925,
Paul Klee,"German, born Switzerland",1879,1940,
Jacques Frélaut,French,,,
Galerie Louise Leiris,,,,
Roger Lacourière,French,1892,1966,
Larry Rivers,American,1923,2002,
New York Graphic Society,American,,,
Styria Studio,American,1972,1994,
Guillaume Courtois,French,1628,1679,
Jacques Courtois,French,1621,1676,
Newton Fielding,British,1799,1856,
W. R. Scott,British,1800,1900,
Charles Hancock,British,1802,1877,
Henry Beckwith,British,1830,1900,
Henry Guest,British,1840,1853,
Michael Mazur,American,1935,2009,
Stuart Hay,American,1889,1969,
Jirí Anderle,Czech,1936,9999,
Nathan Oliveira,American,1928,2010,
Israël Henriet,French,1590,1661,
Léon Davent,French,1540,1556,
Jacopo da Pontormo (Jacopo Carucci),Italian,1494,1556,
Louis Moralez,,1900,1999,
Philipp Albert Stapfer,Swiss,1766,1840,
Charles Motte,French,1785,1836,
Célestin Nanteuil,French,1813,1873,
Graf and Soret,British,1800,1900,
"Rudolph Ackermann, London",British,1764,1834,
William Heath ('Paul Pry'),British,1794,1840,
Alfred Hutty,American,1877,1954,
Frederick Bromley,British,1800,1900,
Robert Graves,British,1798,1873,
William Turner Davey,British,1818,1890,
Sir Edwin Henry Landseer,British,1802,1873,
Benjamin Phelps Gibbon,"British, born Wales",1802,1851,
Dominic Colnaghi,,1775,1864,
Henry Leggatt & Co.,British,,,
Christopher C. Hollyer,British,1840,1900,
John Cother Webb,British,1855,1927,
Alfred Holdgate,British,1855,1939,
Thomas Landseer,British,1795,1880,
William Schaus,American,1821,1892,
Giovanni Antonio da Brescia,Italian,1490,1525,
Samuel Cousins,British,1801,1887,
"William Spencer Cavendish, 6th Duke of Devonshire",British,1790,1858,
Thomas Boys,British,1800,1880,
Fra Luca Pacioli,Italian,1440,1519,
Paganinus de Paganinus,Italian,,,
"Anonymous, British, 19th century",British,1800,1900,
Noël Coypel,French,1628,1707,
Nicolas de Plattemontagne,French,1631,1706,
Jean Daret,French,1613,1668,
Adrien Dassier,French,1630,1672,
E. Gambart & Co.,British,1840,1902,
Henry Thomas Ryall,British,1811,1867,
"The Printsellers' Association, London",British,1847,,
Orazio Samacchini,Italian,1532,1577,
Niccolò dell' Abate,Italian,1509,1571,
Antonio Fantuzzi,Italian,1537,1545,
Jean Mignon,French,1535,1555,
Jean-Baptiste Dedéban,French,1781,1849,
Simca Print Artists Inc.,American,,,
Girolamo da Carpi (Girolamo Sellari),Italian,1501,1556,
Anne-François-Louis Janmot,French,1814,1892,
François Clouet,French,1536,1572,
Michel Corneille the Elder,French,1602,1664,
Ventura Salimbeni,Italian,1568,1613,
Henri Lehmann,French,1814,1882,
Hugo Gellert,"American, born Hungary",1892,1985,
Milton Avery,American,1885,1965,
Mary Beth McKenzie,American,1946,9999,Female
Richard Upton,American,1931,2013,
Jean Pierre Marie Jazet,French,1788,1871,
Ferdinand Pierre Joseph Ignace Delamonce,French,1678,1753,
Luigi Sabatelli,Italian,1772,1850,
Pierre Antoine Demachy,French,1723,1807,
Adolphe Appian,French,1818,1898,
Jean-Baptiste Deshays,French,1729,1765,
Luca Penni,Italian,1500,1557,
H. L. Delloye,French,,,
Joseph-Louis Trimolet,French,1812,1842,
A. Beillet,French,19,19,
Claude Louis Desrais,French,1746,1816,
Narcisse-Virgile Diaz de la Peña,French,1808,1876,
Beillet,French,,,
Alfred Salmon,French,1825,1925,
Antoine Dieu,French,1662,1727,
Zvi Hecker,Israeli,1931,9999,
Johann Georg Dürschner,German,1800,1900,
Guido Heigl,German,1890,1926,
Bonaventura Genelli,German,1798,1868,
Jeremias Jakob Sedelmayr,German,1706,1761,
Hendrik Abraham Broeckman Klinkhamer,Dutch,1810,1872,
Wilhelm Reutter,German,1874,1939,
Rudolf Lüders,German,1903,2001,
Andreas Schneidmann,German,1698,1759,
Conrad Martin Metz,German,1749,1827,
"Anonymous, Italian, Bolognese 18th century artist",Italian,1700,1770,
Jacques Ochs,Belgian,1883,1944,
Jan Muller,Netherlandish,1571,1628,
Charles Trinocq,French,1800,1900,
James Herring,American,1794,1867,
Frederick Mackenzie,"British, born Scotland",1787,1854,
"Anonymous, Italian, 19th century",Italian,1800,1900,
Juan de Orea,Spanish,,1580,
Franz Krauß,Austrian,1865,1942,
Ch. F. Autenrieth,German,1800,1850,
Godefroy Stein,German,17,17,
Georg Strauch,German,1613,1675,
Karl Friedrich Wilhelm Richard,German,1725,1770,
Erich Mendelsohn,Polish,1887,1953,
Michel Dorigny,French,1616,1665,
Francesco Solimena,Italian,1657,1747,
Gabriel François Doyen,French,1726,1806,
"Anonymous, French, 18th century",French,1700,1800,
Homer,Greek,-1200,-700,
William Sotheby,British,1757,1833,
Léopold Flameng,French,1831,1911,
Jacob van Ruisdael,Dutch,1628,1682,
Francisco Vieira de Mattos (Il Lusitano),Portuguese,1699,1783,
Imprimerie Sarazin,French,,,
Jean Aicard,French,1848,1921,
Edmond Morin,French,1824,1882,
Auguste Barbier,French,1800,1900,
Autran,French,1800,1900,
Louis Bouilhet,French,1800,1900,
Emile Lévy,French,1826,1890,
A. Queyroy,French?,,,
Henri Cazalis,French,,,
Charles Courtry,French,1846,1897,
Joseph-Victor Ranvier,French,1832,1896,
G. Howard,,1800,1900,
Jundt,French,1800,1900,
Jean-Léon Gérôme,French,1824,1904,
Leys,French,,,
Félix Régamey,French,,,
Claudius Popelin,French,,,
Tancrède Abraham,French,1836,1895,
E. Lansyer,French,,,
Jules Héreau,French,,,
Jules-Ferdinand Jacquemart,French,1837,1880,
Ingomar Frankel,French,,,
François-Emile Ehrmann,French,1833,1910,
Armand Renaud,French,,,
Victor Giraud,French,,,
Edmond Hédouin,French,1820,1889,
Feyen-Perrin,French,,,
Jules Michelin,French,1815,1870,
Paul Adolphe Rajon,French,1843,1888,
Emile Boilvin,French,1845,1899,
F. L. Français,French,,,
Sir Francis Seymour Haden,British,1818,1910,
Philippe Burty,French,1830,1890,
Edwin Edwards,British,1823,1879,
Maurice Le Garrec,French,1881,1937,
"Louis Marie de la Haye, Vicomte de Carmenin",French,,,
Laisne,French,1840,1850,
Jacques-Adrien Lavieille,French,1818,1862,
Andrew B.L.H.R.,French,1832,1850,
Théodore Rousseau,French,1812,1867,
Antoine-Alphée Piaud,French,1813,1867,
Maresq,French,,,
Charles-Paul de Kock,French,1794,1871,
Eugène Guinot,French,1812,1861,
Furne and Bourdin,French,,,
"Leopold, Grand Duke of Baden, Duke of Zachringen",German,,,
Eugène-Louis Lami,French,1800,1890,
Nicolas-Marie-Joseph Chapuy,French,1790,1858,
Pierre Lachambeaudie,French,1806,1872,
Victor Lecou,French,,,
Gérard-Séguin,French,19,19,
Cabasson,French,1800,1900,
Adrien Guignet,French,1816,1854,
Pierre-Gustave-Eugène Staal,French,1817,1882,
Perrotin and Garnier Frères,French,,,
Ernest Bourdin,French,,,
Pierre Corneille,French,1600,1700,
Jean-Jacques Outhwaite,French,19,19,
William Skelton,British,1763,1848,
Robert Le Mangnier,French,,,
Pierre Drevet,French,1663,1738,
Pierre Imbert Drevet,French,1697,1739,
Ugo da Carpi,Italian,1480,1532,
Giovanni Bouchard,Italian,1700,1795,
Petrus Apianus,German,1526,1540,
Georg and Petrus Apianus,German,1526,1540,
David Lucas,British,1802,1881,
John Constable,British,1776,1837,
Louis Fort,French,1800,1999,
Ambroise Vollard,French,1866,1939,
Draeger Frères,French,,,
Edmond Vairel,French,1900,1980,
Auguste Edouart,French,1789,1861,
Jeffrey & Co.,British,1850,1950,
Richard Serra,American,1938,9999,
Eric Donato,,,,
R. Cornelsen,American,1880,1900,
Bruno Hessling,German,,,
"Jacques Dumont, called le Romain",French,1701,1781,
Louis de Silvestre,French,1675,1760,
Pier Francesco Mola,Italian,1612,1666,
Matthieu Elias,French,1658,1741,
Reverend Jean de la Barrière,French,1544,1600,
Charles Errard le fils,French,1606,1689,
Paul Flandrin,French,1811,1902,
Jean Fouquet,French,1425,1478,
Auguste Clot,French,1858,1936,
"L'Imprimerie Nationale, Paris",French,,,
Mattia Preti (Il Cavalier Calabrese),Italian,1613,1699,
Villain,French,1822,1853,
Claude François,French,1615,1685,
Eugène Fromentin,French,1820,1876,
Louis Galloche,French,1670,1761,
Michael Lucas Leopold Willmann,German,1630,1706,
"Anonymous, French-Italian, 17th century",French Italian,1600,1700,
Paul Verlaine,French,1844,1896,
Tony Beltrand,French,1847,1904,
"Anonymous, Italian, North Italy, 18th century",Italian,1700,1800,
Maurice Dumont,French,1869,1899,
Paul Lemaire,French,1850,1910,
Misia Natanson,,1872,1950,
Revue Blanche,,,,
Johann Joachim Winckelmann,German,1717,1768,
Andrew Millar,British,1700,1800,
Edmond Frapier,French,,,
Jules Renard,French,,,
Ernest Flammarion,French,1846,1936,
"Anonymous, Spanish, 16th century",Spanish,1500,1600,
"Anonymous, Spanish, 18th century",Spanish,1700,1800,
"Bernheim-Jeune et Cie, Paris",French,,,
Jacques Gamelin,French,1738,1803,
Octave-Henri-Marie Mirbeau,French,1850,1917,
Etienne Barthélemy Garnier,French,1759,1849,
Camille-Auguste Gastine,French,1819,1867,
Louis Gauffier,French,1762,1801,
Giovanni Guerra,Italian,1544,1618,
"Anonymous, French, 19th century",French,1800,1900,
Jean Victor Schnetz,French,1787,1870,
Auguste-Barthélémy Glaize,French,1807,1893,
Etienne Pierre Adrien Gois,French,1731,1823,
François Marius Granet,French,1775,1849,
Kiki Smith,"American, born Germany",1954,9999,Female
Doris Simmelink,American,1950,2050,Female
Radcliffe Bailey,American,1968,9999,
Paulson Press,American,,,
Claude Terrasse,French,1867,1923,
Arthur B. Turner,American,1900,1999,
New England Institute,American,1850,1900,
Nathaniel Pousette-Dart,American,,,
Pierre Alechinsky,Belgian,1927,9999,
René Bertholo,Portuguese,1935,2005,
Guido Biasi,Italian,1933,1984,
Samuel Buri,Swiss,1935,9999,
Lourdes Castro,Portuguese,1930,9999,
Martin Engelman,Dutch,1924,1992,
José Gamarra,Uruguayan,1934,9999,
Klaus Geissler,German,1933,9999,
Theo Gerber,Swiss,1928,1997,
Reinhoud d'Haese Hannelore,Belgian,1928,1928,
Maurice Henry,French,1907,1984,
Mariano Hernandez,Spanish,1928,9999,
Jacqueline de Jong,French?,1929,9999,Female
Asger Jorn,Danish,1914,1973,
Peter Klasen,German,1935,9999,
Wifredo Lam,Cuban,1902,1982,
Lea Lublin,Argentinian?,1929,2020,Female
Paul de Lussanet,Dutch,1940,9999,
Milvia Maglione,Italian,1934,9999,
Alejandro Marcos,,1960,1970,
Christina Martinez,French,1900,1999,Female
Lucio del Pezzo,Italian,1960,1990,
Hannes Postma,Dutch,1933,2020,
Antonio Saura,Spanish,1930,1998,
Antonio Segui,Argentinian,1934,2022,
Arne Haugen Sorensen,Danish,1932,9999,
Yasse Tabuchi,Japanese,1921,2009,
Roland Topor,French,1938,1997,
Jack Vanarsky,Argentinian,1936,2009,
Jan Voss,German,1936,9999,
Ulf Trotzig,Norwegian,1925,2013,
Roberto Matta,Chilean,1911,2002,
Jean Arp,"French, born Germany",1886,1966,
Andrés de Melgar,Spanish,1554,1554,
Pace Prints,American,,,
Constantin Guys,French,1802,1892,
Noël Hallé,French,1711,1781,
"M. Basis, London",,1900,9999,
Ganymed Original Editions Ltd.,British,1900,1999,
Richard Diebenkorn,American,1922,1993,
Crown Point Press,American,,,
"Connecticut Fine Arts, Westport, Connecticut",American,1990,2022,
Ann Chernow,American,1936,9999,Female
Fulchran Jean Harriet,French,1776,1805,
Antoine Auguste Ernest Hébert,French,1817,1908,
Paul-César Helleu,French,1859,1927,
Alexandre Hesse,French,1806,1879,
Claude Jean-Baptiste Hoin,French,1750,1817,
Charles-François Houel,French,1819,1849,
Jean Pierre Louis Laurent Hoüel,French,1735,1813,
Charles Huard,French,1874,1965,
Paul Huet,French,1803,1869,
Johann Heinrich Ramberg,German,1763,1840,
Dr. Rietschel,German,1800,1900,
Metzger & Wittig,German,,,
C. B. Griesbach,German,,,
"Anonymous, Italian, 17th century",Italian,1600,1700,
Johannes van Doetecum I,Netherlandish,1528,1605,
Lucas van Doetecum,Netherlandish,1554,1589,
Frans Hogenberg,Netherlandish,1540,1590,
James Parker,British,1750,1805,
Robert Harding Evans,British,1778,1857,
"Longman, Hurst, Rees and Orme","British, London",1724,1968,
L'Artiste,French,,,
Niccolò Paganini,Italian,1782,1840,
"Andrew, Best, Leloir, Hotelin et Régnier",French,,,
James Neagle,British,1765,1822,
Hesiod,Greek,-799,-600,
Jane Matthews,British,1800,1899,
"Longman, Hurst, Rees, Orme and Brown","British, London",1724,1968,
Henry Boyd,British,1748,1832,
Jakob Matthias Schmutzer,Austrian,1733,1811,
Alfred Cadart,French,1825,1875,
Joseph Henri de Collet Baron de La Madelène,French,1825,1887,
Otto van Veen,Netherlandish,1556,1629,
Champfleury,French,1821,1889,
Adriaen van Ostade,Dutch,1610,1685,
Henri Guérard,French,1846,1897,
Marie Champfleury,French,19,19,
Eugène Lambert,French,,,
Comte de Turpin de Crissé,French,1782,1859,
Master IQV,French,1500,1600,
Pierre Charles Jombert,French,1748,1825,
Jean-Baptiste Jouvenet,French,1644,1717,
Dante Gabriel Rossetti,British,1828,1882,
Henry Treffry Dunn,British,1838,1899,
Charles de la Fosse,French,1636,1716,
Louis Lagrenée,French,1725,1805,
Jean-Baptiste Lallemand,French,1716,1805,
Jérôme Martin Langlois,French,1779,1838,
Simon Mathurin Lantara,French,1729,1778,
Nicolas de Largillierre (or Largillière),French,1656,1746,
Charles de La Traverse,French,1726,1787,
Charles-Lucien Léandre,French,1862,1930,
André Lebrun,French,1737,1811,
Eva Gonzalès,French,1847,1883,Female
Bernard Childs,American,1910,1985,
Adolfo Quinteros,Mexican,1928,1990,
Irwin David Hoffman,American,1901,1989,
Philibert Rouvière,French,1809,1865,
Peggy Bacon,American,1895,1987,Female
Cadart & Luquet,French,1863,1867,
Alfred Strölin,French,1871,1954,
Valentin Lefebvre,Flemish,1642,1682,
Victorine Meurant,French,,,
Ferdinand Lefman,French,1873,1890,
Nicolas de Nicolay,French,,,
Alexandre-Louis Leloir,French,1843,1884,
Pierre Lélu,French,1741,1810,
Jacques Antoine Marie Lemoine,French,1751,1824,
Anicet Charles Gabriel Lemonnier,French,1743,1824,
Jules-Eugène Lenepveu,French,1819,1898,
Nicolas Bernard Lépicié,French,1735,1784,
Jean-Baptiste-Denis Lempereur,French,1726,1796,
Henri Lérambert,French,1545,1609,
"Louis Nicolas de Lespinasse, called the Chevalier de Lespinasse",French,1734,1808,
Eustache Le Sueur,French,1616,1655,
Baldassare Tommaso Peruzzi,Italian,1481,1536,
Edmund Evans,British,1826,1905,
William Percival Skelton,British,1813,1900,
George Housman Thomas,British,1824,1868,
Edward Henry Corbould,British,1815,1905,
Samuel Palmer,British,1805,1881,
William James Grant,British,1829,1866,
Edwin Weedon,British,1819,1873,
George Elgar Hicks,British,1824,1914,
Harrison William Weir,British,1824,1906,
William Harvey,British,1796,1866,
David Henry Friston,British,1820,1906,
George Haydock Dodgson,British,1811,1880,
Abraham Solomon,British,1823,1862,
"Ward, Lock & Tyler",British,1800,1950,
Eugène Leygue,French,1813,1877,
Louis Licherie de Beurie,French,1629,1687,
Paul de Longpré,French,1855,1911,
Peter Blum Edition,,1980,,
Jean Lurçat,French,1892,1966,
"Anonymous, German, Basel, 15th century",German,1400,1500,
"Anonymous, German, Upper Germany, 15th century",German,1400,1500,
"Anonymous, German, Swabia, 15th century",German,1400,1500,
Casper,German,1400,1500,
"Anonymous, German, Franconia, 15th century",German,1400,1500,
"Anonymous, German, Nuremberg, 15th century",German,1400,1500,
Wolfgang,German,1450,1500,
Jorg Glockendon,German,1450,1500,
Master with the Cologne Arms,German,1450,1500,
"Anonymous, German, Cologne, 15th century",German,1400,1500,
Master of Jesus in Bethany,Netherlandish,1450,1500,
Master of the Church Fathers' Border,German,1450,1500,
Charles Mellin,French,1597,1649,
François Guillaume Ménageot,French,1744,1816,
Marie-Auguste-Emile-René Ménard,French,1862,1930,
Jacob Marrel,German,1613,1681,
Taddeo Zuccaro,Italian,1529,1566,
Achille-Etna Michallon,French,1796,1822,
"Anonymous, Italian, Florentine, 16th century",Italian,1500,1600,
Pierre Mignard,French,1612,1695,
Paul Konewka,German,1841,1871,
Bayard Taylor,American,1825,1878,
Katharine Nash,American,1900,1999,
Roberts Brothers,American,1800,1900,
Ludwig Bemelmans,"American, born Austria-Hungary",1898,1962,
Viking Press,,,,
Maurice de Vlaminck,French,1876,1958,
"Anonymous, Chinese, 20th century",Chinese,1900,2000,
